"oftcode","boroughname","onstreetna","fromstreet","tostreetna","inspection","systemrating"
"242420225890225920","Bronx","JACKSON AVENUE","EAST 141 STREET","EAST 142 STREET","2018-08-07T00:00:00.000","6.18"
"242420225890225920","Bronx","JACKSON AVENUE","EAST 141 STREET","EAST 142 STREET","2019-09-04T00:00:00.000","6.87"
"242420225890225920","Bronx","JACKSON AVENUE","EAST 141 STREET","EAST 142 STREET","2021-04-10T00:00:00.000","4.65"
"242420225890225920","Bronx","JACKSON AVENUE","EAST 141 STREET","EAST 142 STREET","2021-08-07T00:00:00.000","5.42"
"242420225890225920","Bronx","JACKSON AVENUE","EAST 141 STREET","EAST 142 STREET","2022-08-23T00:00:00.000","5.04"
"242420225890225920","Bronx","JACKSON AVENUE","EAST 141 STREET","EAST 142 STREET","2023-09-14T00:00:00.000","8.53"
"242420225890225920","Bronx","JACKSON AVENUE","EAST 141 STREET","EAST 142 STREET","2025-02-23T00:00:00.000","4.54"
"242420225890225920","Bronx","JACKSON AVENUE","EAST 141 STREET","EAST 142 STREET","2026-08-07T00:00:00.000","5.51"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2018-05-22T00:00:00.000","6.99"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2018-08-07T00:00:00.000","6.18"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2019-09-04T00:00:00.000","7.6"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2021-04-10T00:00:00.000","6.3"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2021-08-07T00:00:00.000","5.9"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2022-08-23T00:00:00.000","6.18"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2023-09-14T00:00:00.000","7.0"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2025-02-23T00:00:00.000","5.22"
"242420225920265920","Bronx","JACKSON AVENUE","EAST 142 STREET","ST MARYS STREET","2026-08-07T00:00:00.000","5.64"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2018-05-22T00:00:00.000","5.16"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2018-07-28T00:00:00.000","5.06"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2019-08-07T00:00:00.000","6.0"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2021-04-10T00:00:00.000","6.46"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2021-08-07T00:00:00.000","3.83"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2022-11-18T00:00:00.000","10.0"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2023-12-20T00:00:00.000","9.93"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2025-03-09T00:00:00.000","9.93"
"242420225980226010","Bronx","JACKSON AVENUE","EAST 144 STREET","EAST 145 STREET","2026-05-26T00:00:00.000","7.05"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2018-05-22T00:00:00.000","5.86"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2018-07-27T00:00:00.000","7.97"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2019-08-07T00:00:00.000","6.0"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2021-04-10T00:00:00.000","6.72"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2021-08-07T00:00:00.000","5.7"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2022-08-23T00:00:00.000","10.0"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2023-09-14T00:00:00.000","9.69"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2024-09-10T00:00:00.000","9.93"
"242420226070226130","Bronx","JACKSON AVENUE","EAST 147 STREET","EAST 149 STREET","2026-05-26T00:00:00.000","7.15"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2018-04-03T00:00:00.000","8.16"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2018-04-05T00:00:00.000","7.0"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2019-03-25T00:00:00.000","6.87"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2020-12-15T00:00:00.000","5.21"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2022-04-11T00:00:00.000","9.11"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2023-05-24T00:00:00.000","8.87"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2024-05-23T00:00:00.000","8.24"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2025-05-23T00:00:00.000","9.11"
"244120207720237920","Bronx","KINGSLAND AVENUE","ADEE AVENUE","HAMMERSLEY AVENUE","2026-07-20T00:00:00.000","6.9"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2018-04-03T00:00:00.000","9.93"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2018-04-05T00:00:00.000","9.93"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2019-03-25T00:00:00.000","6.99"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2020-12-15T00:00:00.000","7.04"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2022-04-11T00:00:00.000","5.88"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2023-05-24T00:00:00.000","7.31"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2024-05-23T00:00:00.000","3.63"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2025-05-23T00:00:00.000","4.23"
"244120216620237920","Bronx","KINGSLAND AVENUE","BURKE AVENUE","HAMMERSLEY AVENUE","2026-07-20T00:00:00.000","4.3"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2018-09-14T00:00:00.000","9.68"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2019-10-11T00:00:00.000","9.65"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2021-06-28T00:00:00.000","8.04"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2021-07-20T00:00:00.000","9.44"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2022-07-23T00:00:00.000","9.65"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2023-08-14T00:00:00.000","9.5"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2024-08-12T00:00:00.000","7.32"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2025-08-19T00:00:00.000","4.51"
"245120219820223820","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","DEAN AVENUE","2026-07-10T00:00:00.000","5.58"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2018-09-14T00:00:00.000","9.68"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2019-10-11T00:00:00.000","9.68"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2021-06-28T00:00:00.000","9.11"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2021-07-20T00:00:00.000","9.3"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2022-07-23T00:00:00.000","9.65"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2023-08-14T00:00:00.000","9.38"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2024-08-12T00:00:00.000","6.99"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2025-08-19T00:00:00.000","5.88"
"245120219820277550","Bronx","LAFAYETTE AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2026-07-10T00:00:00.000","6.4"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2018-09-14T00:00:00.000","9.38"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2019-10-11T00:00:00.000","9.68"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2021-06-28T00:00:00.000","9.68"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2021-07-20T00:00:00.000","9.03"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2022-07-23T00:00:00.000","5.59"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2023-08-14T00:00:00.000","6.85"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2024-08-12T00:00:00.000","6.04"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2025-08-19T00:00:00.000","4.6"
"245120223820264740","Bronx","LAFAYETTE AVENUE","DEAN AVENUE","SHORE DRIVE","2026-07-10T00:00:00.000","4.05"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2018-09-14T00:00:00.000","8.24"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2019-10-11T00:00:00.000","8.14"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2021-06-28T00:00:00.000","7.33"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2021-07-19T00:00:00.000","7.0"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2022-07-23T00:00:00.000","6.33"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2023-08-14T00:00:00.000","6.99"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2024-08-12T00:00:00.000","5.43"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2025-08-19T00:00:00.000","5.94"
"245120229620230120","Bronx","LAFAYETTE AVENUE","EAST TREMONT AVENUE","EDISON AVENUE","2026-07-08T00:00:00.000","5.1"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2018-09-14T00:00:00.000","9.01"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2019-10-11T00:00:00.000","7.96"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2021-06-28T00:00:00.000","9.93"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2021-07-19T00:00:00.000","8.93"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2022-07-23T00:00:00.000","9.11"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2023-08-14T00:00:00.000","6.84"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2024-08-12T00:00:00.000","9.68"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2025-08-19T00:00:00.000","6.99"
"245120230120246520","Bronx","LAFAYETTE AVENUE","EDISON AVENUE","LOGAN AVENUE","2026-07-08T00:00:00.000","6.81"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2018-09-14T00:00:00.000","9.65"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2019-10-11T00:00:00.000","9.68"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2021-06-28T00:00:00.000","9.65"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2021-07-20T00:00:00.000","9.68"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2022-07-23T00:00:00.000","9.65"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2023-08-14T00:00:00.000","9.68"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2024-08-12T00:00:00.000","8.56"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2025-08-19T00:00:00.000","6.6"
"245120230750271920","Bronx","LAFAYETTE AVENUE","ELLSWORTH AVENUE","VINCENT AVENUE","2026-07-10T00:00:00.000","6.85"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2018-09-14T00:00:00.000","7.14"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2019-10-11T00:00:00.000","8.86"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2021-06-28T00:00:00.000","9.73"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2021-07-19T00:00:00.000","7.05"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2022-07-23T00:00:00.000","6.33"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2023-08-14T00:00:00.000","5.43"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2024-08-12T00:00:00.000","5.29"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2025-08-19T00:00:00.000","5.8"
"245120230820240420","Bronx","LAFAYETTE AVENUE","THROGS NECK EXPRESSWAY","HOLLYWOOD AVENUE","2026-07-08T00:00:00.000","5.1"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2018-09-14T00:00:00.000","9.01"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2019-10-11T00:00:00.000","8.86"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2021-06-28T00:00:00.000","9.8"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2021-07-19T00:00:00.000","9.03"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2022-07-23T00:00:00.000","9.11"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2023-08-14T00:00:00.000","6.69"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2024-08-12T00:00:00.000","6.61"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2025-08-19T00:00:00.000","6.99"
"245120240420246520","Bronx","LAFAYETTE AVENUE","HOLLYWOOD AVENUE","LOGAN AVENUE","2026-07-08T00:00:00.000","6.04"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2018-09-14T00:00:00.000","6.33"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2019-10-11T00:00:00.000","9.68"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2021-06-28T00:00:00.000","7.14"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2021-07-20T00:00:00.000","7.06"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2022-07-23T00:00:00.000","6.75"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2023-08-14T00:00:00.000","9.54"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2024-08-12T00:00:00.000","6.18"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2025-08-19T00:00:00.000","5.19"
"245120271920277550","Bronx","LAFAYETTE AVENUE","VINCENT AVENUE","WILCOX AVENUE","2026-07-10T00:00:00.000","6.04"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2018-09-14T00:00:00.000","9.19"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2019-10-11T00:00:00.000","9.11"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2021-06-28T00:00:00.000","9.11"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2021-07-20T00:00:00.000","9.11"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2022-07-23T00:00:00.000","9.11"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2023-08-17T00:00:00.000","9.83"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2024-08-12T00:00:00.000","9.11"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2025-08-19T00:00:00.000","9.11"
"245520219820277550","Bronx","LAYTON AVENUE","CLARENCE AVENUE","WILCOX AVENUE","2026-07-10T00:00:00.000","6.04"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2018-02-23T00:00:00.000","3.83"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2018-03-12T00:00:00.000","5.58"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2019-04-01T00:00:00.000","9.11"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2020-12-15T00:00:00.000","10.0"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2022-04-11T00:00:00.000","9.83"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2023-05-08T00:00:00.000","9.01"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2024-05-21T00:00:00.000","9.01"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2025-05-19T00:00:00.000","6.64"
"248020229820278510","Bronx","MACE AVENUE","EASTCHESTER ROAD","WOODHULL AVENUE","2026-04-27T00:00:00.000","6.86"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2018-02-23T00:00:00.000","3.71"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2018-03-12T00:00:00.000","4.89"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2019-03-25T00:00:00.000","6.99"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2020-12-15T00:00:00.000","10.0"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2022-05-17T00:00:00.000","9.11"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2023-05-08T00:00:00.000","9.93"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2024-05-21T00:00:00.000","8.72"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2025-05-19T00:00:00.000","6.64"
"248020250820276970","Bronx","MACE AVENUE","MICKLE AVENUE","WESTERVELT AVENUE","2026-04-27T00:00:00.000","6.9"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2018-02-23T00:00:00.000","3.78"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2018-03-12T00:00:00.000","4.53"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2019-03-25T00:00:00.000","10.0"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2020-12-15T00:00:00.000","10.0"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2022-04-11T00:00:00.000","9.93"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2023-05-08T00:00:00.000","9.83"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2024-05-21T00:00:00.000","9.83"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2025-05-19T00:00:00.000","7.43"
"248020250820278510","Bronx","MACE AVENUE","MICKLE AVENUE","WOODHULL AVENUE","2026-04-27T00:00:00.000","7.43"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2018-03-20T00:00:00.000","7.78"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2018-03-20T00:00:00.000","7.78"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2020-08-11T00:00:00.000","7.27"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2020-08-11T00:00:00.000","7.27"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2021-10-08T00:00:00.000","10.0"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2021-10-08T00:00:00.000","10.0"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2022-08-02T00:00:00.000","10.0"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2022-08-02T00:00:00.000","10.0"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2022-12-20T00:00:00.000","10.0"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2022-12-20T00:00:00.000","10.0"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2023-09-12T00:00:00.000","10.0"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2023-09-12T00:00:00.000","10.0"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2023-12-08T00:00:00.000","9.11"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2023-12-08T00:00:00.000","9.11"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2024-09-10T00:00:00.000","9.93"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2024-09-10T00:00:00.000","9.93"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2025-01-15T00:00:00.000","9.11"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2025-01-15T00:00:00.000","9.11"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2025-10-23T00:00:00.000","9.01"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2025-10-23T00:00:00.000","9.01"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2026-01-14T00:00:00.000","7.54"
"259520226520226550","Bronx","PROSPECT AVENUE","EAST 162 STREET","EAST 163 STREET","2026-01-14T00:00:00.000","7.54"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2018-03-20T00:00:00.000","7.78"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2018-03-20T00:00:00.000","7.78"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2020-08-11T00:00:00.000","7.51"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2020-08-11T00:00:00.000","7.51"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2021-10-08T00:00:00.000","10.0"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2021-10-08T00:00:00.000","10.0"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2022-08-02T00:00:00.000","10.0"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2022-08-02T00:00:00.000","10.0"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2022-12-20T00:00:00.000","10.0"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2022-12-20T00:00:00.000","10.0"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2023-09-12T00:00:00.000","10.0"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2023-09-12T00:00:00.000","10.0"
"259520226580226610","Bronx","PROSPECT AVENUE","EAST 164 STREET","EAST 165 STREET","2023-12-08T00:00:00.000","9.93"
