site_id,current_date,future_date,days_ahead,current_rating,future_rating,current_severity,future_severity,borough,on_street,from_street,to_street
225890212320221920,2022-08-23,2023-09-14,387,9.830000,9.930000,0.018888889,0.007777778,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CRIMMINS AVENUE
225890212320221920,2023-09-14,2025-03-09,542,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CRIMMINS AVENUE
225890212320221920,2025-03-09,2026-05-26,443,9.930000,7.800000,0.007777778,0.244444444,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CRIMMINS AVENUE
225890212320223020,2018-05-22,2018-07-10,49,5.640000,6.580000,0.484444444,0.380000000,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE
225890212320223020,2018-07-10,2019-08-05,391,6.580000,6.630000,0.380000000,0.374444444,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE
225890212320223020,2019-08-05,2021-04-10,614,6.630000,9.930000,0.374444444,0.007777778,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE
225890212320223020,2021-04-10,2021-08-07,119,9.930000,9.580000,0.007777778,0.046666667,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE
225890212320223020,2021-08-07,2022-08-23,381,9.580000,9.930000,0.046666667,0.007777778,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE
225890212320223020,2022-08-23,2023-09-14,387,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE
225890212320223020,2023-09-14,2025-03-09,542,9.930000,9.690000,0.007777778,0.034444444,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE
225890212320223020,2025-03-09,2026-05-26,443,9.690000,7.560000,0.034444444,0.271111111,Bronx,EAST 141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE
225890215720265620,2018-05-22,2018-07-12,51,10.000000,10.000000,0.000000000,0.000000000,Bronx,EAST 141 STREET,BROOK AVENUE,ST ANNS AVENUE
225890215720265620,2018-07-12,2019-08-05,389,10.000000,9.110000,0.000000000,0.098888889,Bronx,EAST 141 STREET,BROOK AVENUE,ST ANNS AVENUE
225890215720265620,2019-08-05,2021-04-10,614,9.110000,9.110000,0.098888889,0.098888889,Bronx,EAST 141 STREET,BROOK AVENUE,ST ANNS AVENUE
225890215720265620,2021-04-10,2021-08-07,119,9.110000,9.930000,0.098888889,0.007777778,Bronx,EAST 141 STREET,BROOK AVENUE,ST ANNS AVENUE
225890215720265620,2021-08-07,2022-08-23,381,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 141 STREET,BROOK AVENUE,ST ANNS AVENUE
225890215720265620,2022-08-23,2023-09-14,387,9.930000,7.470000,0.007777778,0.281111111,Bronx,EAST 141 STREET,BROOK AVENUE,ST ANNS AVENUE
225890215720265620,2023-09-14,2025-03-09,542,7.470000,7.410000,0.281111111,0.287777778,Bronx,EAST 141 STREET,BROOK AVENUE,ST ANNS AVENUE
225890215720265620,2025-03-09,2026-05-28,445,7.410000,7.370000,0.287777778,0.292222222,Bronx,EAST 141 STREET,BROOK AVENUE,ST ANNS AVENUE
225890223020259320,2018-05-22,2018-07-10,49,5.130000,5.380000,0.541111111,0.513333333,Bronx,EAST 141 STREET,CYPRESS AVENUE,POWERS AVENUE
225890223020259320,2018-07-10,2019-08-05,391,5.380000,6.450000,0.513333333,0.394444444,Bronx,EAST 141 STREET,CYPRESS AVENUE,POWERS AVENUE
225890223020259320,2019-08-05,2021-04-10,614,6.450000,9.930000,0.394444444,0.007777778,Bronx,EAST 141 STREET,CYPRESS AVENUE,POWERS AVENUE
225890223020259320,2021-04-10,2021-08-07,119,9.930000,9.110000,0.007777778,0.098888889,Bronx,EAST 141 STREET,CYPRESS AVENUE,POWERS AVENUE
225890223020259320,2021-08-07,2022-08-23,381,9.110000,9.830000,0.098888889,0.018888889,Bronx,EAST 141 STREET,CYPRESS AVENUE,POWERS AVENUE
225890223020259320,2022-08-23,2023-09-14,387,9.830000,9.930000,0.018888889,0.007777778,Bronx,EAST 141 STREET,CYPRESS AVENUE,POWERS AVENUE
225890223020259320,2023-09-14,2025-03-09,542,9.930000,7.860000,0.007777778,0.237777778,Bronx,EAST 141 STREET,CYPRESS AVENUE,POWERS AVENUE
225890223020259320,2025-03-09,2026-05-26,443,7.860000,6.750000,0.237777778,0.361111111,Bronx,EAST 141 STREET,CYPRESS AVENUE,POWERS AVENUE
225890242420259320,2018-05-22,2018-07-10,49,6.260000,4.460000,0.415555556,0.615555556,Bronx,EAST 141 STREET,JACKSON AVENUE,POWERS AVENUE
225890242420259320,2018-07-10,2019-08-05,391,4.460000,2.600000,0.615555556,0.822222222,Bronx,EAST 141 STREET,JACKSON AVENUE,POWERS AVENUE
225890242420259320,2019-08-05,2021-04-10,614,2.600000,9.110000,0.822222222,0.098888889,Bronx,EAST 141 STREET,JACKSON AVENUE,POWERS AVENUE
225890242420259320,2021-04-10,2021-08-07,119,9.110000,9.110000,0.098888889,0.098888889,Bronx,EAST 141 STREET,JACKSON AVENUE,POWERS AVENUE
225890242420259320,2021-08-07,2022-08-23,381,9.110000,7.610000,0.098888889,0.265555556,Bronx,EAST 141 STREET,JACKSON AVENUE,POWERS AVENUE
225890242420259320,2022-08-23,2023-09-14,387,7.610000,7.860000,0.265555556,0.237777778,Bronx,EAST 141 STREET,JACKSON AVENUE,POWERS AVENUE
225890242420259320,2023-09-14,2025-03-09,542,7.860000,7.520000,0.237777778,0.275555556,Bronx,EAST 141 STREET,JACKSON AVENUE,POWERS AVENUE
225890242420259320,2025-03-09,2026-08-07,516,7.520000,7.520000,0.275555556,0.275555556,Bronx,EAST 141 STREET,JACKSON AVENUE,POWERS AVENUE
225920208120268020,2018-05-22,2018-07-14,53,6.270000,4.160000,0.414444444,0.648888889,Bronx,EAST 142 STREET,ALEXANDER AVENUE,3 AVENUE
225920208120268020,2018-07-14,2019-08-10,392,4.160000,10.000000,0.648888889,0.000000000,Bronx,EAST 142 STREET,ALEXANDER AVENUE,3 AVENUE
225920208120268020,2019-08-10,2021-04-10,609,10.000000,10.000000,0.000000000,0.000000000,Bronx,EAST 142 STREET,ALEXANDER AVENUE,3 AVENUE
225920208120268020,2021-04-10,2021-08-07,119,10.000000,9.710000,0.000000000,0.032222222,Bronx,EAST 142 STREET,ALEXANDER AVENUE,3 AVENUE
225920208120268020,2021-08-07,2022-08-23,381,9.710000,9.930000,0.032222222,0.007777778,Bronx,EAST 142 STREET,ALEXANDER AVENUE,3 AVENUE
225920208120268020,2022-08-23,2023-09-14,387,9.930000,9.110000,0.007777778,0.098888889,Bronx,EAST 142 STREET,ALEXANDER AVENUE,3 AVENUE
225920208120268020,2023-09-14,2024-09-10,362,9.110000,9.930000,0.098888889,0.007777778,Bronx,EAST 142 STREET,ALEXANDER AVENUE,3 AVENUE
225920208120268020,2024-09-10,2026-05-26,623,9.930000,7.760000,0.007777778,0.248888889,Bronx,EAST 142 STREET,ALEXANDER AVENUE,3 AVENUE
225980215720265620,2018-05-22,2018-07-12,51,9.930000,6.690000,0.007777778,0.367777778,Bronx,EAST 144 STREET,BROOK AVENUE,ST ANNS AVENUE
225980215720265620,2018-07-12,2019-08-07,391,6.690000,6.990000,0.367777778,0.334444444,Bronx,EAST 144 STREET,BROOK AVENUE,ST ANNS AVENUE
225980215720265620,2019-08-07,2021-04-10,612,6.990000,6.700000,0.334444444,0.366666667,Bronx,EAST 144 STREET,BROOK AVENUE,ST ANNS AVENUE
225980215720265620,2021-04-10,2021-08-07,119,6.700000,6.110000,0.366666667,0.432222222,Bronx,EAST 144 STREET,BROOK AVENUE,ST ANNS AVENUE
225980215720265620,2021-08-07,2022-08-23,381,6.110000,9.540000,0.432222222,0.051111111,Bronx,EAST 144 STREET,BROOK AVENUE,ST ANNS AVENUE
225980215720265620,2022-08-23,2023-09-14,387,9.540000,6.390000,0.051111111,0.401111111,Bronx,EAST 144 STREET,BROOK AVENUE,ST ANNS AVENUE
225980215720265620,2023-09-14,2024-09-10,362,6.390000,5.580000,0.401111111,0.491111111,Bronx,EAST 144 STREET,BROOK AVENUE,ST ANNS AVENUE
225980215720265620,2024-09-10,2025-11-12,428,5.580000,4.710000,0.491111111,0.587777778,Bronx,EAST 144 STREET,BROOK AVENUE,ST ANNS AVENUE
225980215720278150,2018-05-22,2018-07-12,51,7.440000,9.190000,0.284444444,0.090000000,Bronx,EAST 144 STREET,BROOK AVENUE,WILLIS AVENUE
225980215720278150,2018-07-12,2019-08-07,391,9.190000,9.930000,0.090000000,0.007777778,Bronx,EAST 144 STREET,BROOK AVENUE,WILLIS AVENUE
225980215720278150,2019-08-07,2021-04-10,612,9.930000,9.110000,0.007777778,0.098888889,Bronx,EAST 144 STREET,BROOK AVENUE,WILLIS AVENUE
225980215720278150,2021-04-10,2021-08-07,119,9.110000,9.690000,0.098888889,0.034444444,Bronx,EAST 144 STREET,BROOK AVENUE,WILLIS AVENUE
225980215720278150,2021-08-07,2022-08-23,381,9.690000,9.930000,0.034444444,0.007777778,Bronx,EAST 144 STREET,BROOK AVENUE,WILLIS AVENUE
225980215720278150,2022-08-23,2023-09-14,387,9.930000,9.110000,0.007777778,0.098888889,Bronx,EAST 144 STREET,BROOK AVENUE,WILLIS AVENUE
225980215720278150,2023-09-14,2024-09-10,362,9.110000,9.110000,0.098888889,0.098888889,Bronx,EAST 144 STREET,BROOK AVENUE,WILLIS AVENUE
225980215720278150,2024-09-10,2025-11-12,428,9.110000,7.000000,0.098888889,0.333333333,Bronx,EAST 144 STREET,BROOK AVENUE,WILLIS AVENUE
225980268020278150,2018-05-22,2018-07-12,51,8.050000,9.930000,0.216666667,0.007777778,Bronx,EAST 144 STREET,3 AVENUE,WILLIS AVENUE
225980268020278150,2018-07-12,2019-08-07,391,9.930000,8.490000,0.007777778,0.167777778,Bronx,EAST 144 STREET,3 AVENUE,WILLIS AVENUE
225980268020278150,2019-08-07,2021-04-10,612,8.490000,6.750000,0.167777778,0.361111111,Bronx,EAST 144 STREET,3 AVENUE,WILLIS AVENUE
225980268020278150,2021-04-10,2021-08-07,119,6.750000,9.110000,0.361111111,0.098888889,Bronx,EAST 144 STREET,3 AVENUE,WILLIS AVENUE
225980268020278150,2021-08-07,2022-08-23,381,9.110000,9.930000,0.098888889,0.007777778,Bronx,EAST 144 STREET,3 AVENUE,WILLIS AVENUE
225980268020278150,2022-08-23,2023-09-14,387,9.930000,7.150000,0.007777778,0.316666667,Bronx,EAST 144 STREET,3 AVENUE,WILLIS AVENUE
225980268020278150,2023-09-14,2024-09-10,362,7.150000,6.180000,0.316666667,0.424444444,Bronx,EAST 144 STREET,3 AVENUE,WILLIS AVENUE
225980268020278150,2024-09-10,2025-11-12,428,6.180000,5.430000,0.424444444,0.507777778,Bronx,EAST 144 STREET,3 AVENUE,WILLIS AVENUE
226070242420269720,2018-05-22,2018-07-27,66,7.620000,7.810000,0.264444444,0.243333333,Bronx,EAST 147 STREET,JACKSON AVENUE,TRINITY AVENUE
226070242420269720,2018-07-27,2019-08-07,376,7.810000,6.570000,0.243333333,0.381111111,Bronx,EAST 147 STREET,JACKSON AVENUE,TRINITY AVENUE
226070242420269720,2019-08-07,2021-04-10,612,6.570000,9.110000,0.381111111,0.098888889,Bronx,EAST 147 STREET,JACKSON AVENUE,TRINITY AVENUE
226070242420269720,2021-04-10,2021-08-07,119,9.110000,6.050000,0.098888889,0.438888889,Bronx,EAST 147 STREET,JACKSON AVENUE,TRINITY AVENUE
226070242420269720,2021-08-07,2022-08-23,381,6.050000,10.000000,0.438888889,0.000000000,Bronx,EAST 147 STREET,JACKSON AVENUE,TRINITY AVENUE
226070242420269720,2022-08-23,2023-09-14,387,10.000000,10.000000,0.000000000,0.000000000,Bronx,EAST 147 STREET,JACKSON AVENUE,TRINITY AVENUE
226070242420269720,2023-09-14,2024-09-10,362,10.000000,10.000000,0.000000000,0.000000000,Bronx,EAST 147 STREET,JACKSON AVENUE,TRINITY AVENUE
226070242420269720,2024-09-10,2025-11-14,430,10.000000,10.000000,0.000000000,0.000000000,Bronx,EAST 147 STREET,JACKSON AVENUE,TRINITY AVENUE
226340218620269720,2018-03-20,2018-07-26,128,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 156 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226340218620269720,2018-07-26,2019-08-07,377,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 156 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226340218620269720,2019-08-07,2021-04-03,605,9.930000,6.990000,0.007777778,0.334444444,Bronx,EAST 156 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226340218620269720,2021-04-03,2021-08-07,126,6.990000,8.490000,0.334444444,0.167777778,Bronx,EAST 156 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226340218620269720,2021-08-07,2022-08-23,381,8.490000,9.930000,0.167777778,0.007777778,Bronx,EAST 156 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226340218620269720,2022-08-23,2023-09-12,385,9.930000,8.240000,0.007777778,0.195555556,Bronx,EAST 156 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226340218620269720,2023-09-12,2024-09-10,364,8.240000,6.750000,0.195555556,0.361111111,Bronx,EAST 156 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226340218620269720,2024-09-10,2025-11-14,430,6.750000,6.990000,0.361111111,0.334444444,Bronx,EAST 156 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226340233320242420,2018-03-20,2018-07-27,129,8.240000,9.110000,0.195555556,0.098888889,Bronx,EAST 156 STREET,FOREST AVENUE,JACKSON AVENUE
226340233320242420,2018-07-27,2019-08-07,376,9.110000,8.050000,0.098888889,0.216666667,Bronx,EAST 156 STREET,FOREST AVENUE,JACKSON AVENUE
226340233320242420,2019-08-07,2021-04-03,605,8.050000,6.750000,0.216666667,0.361111111,Bronx,EAST 156 STREET,FOREST AVENUE,JACKSON AVENUE
226340233320242420,2021-04-03,2021-08-07,126,6.750000,9.590000,0.361111111,0.045555556,Bronx,EAST 156 STREET,FOREST AVENUE,JACKSON AVENUE
226340233320242420,2021-08-07,2022-08-23,381,9.590000,8.050000,0.045555556,0.216666667,Bronx,EAST 156 STREET,FOREST AVENUE,JACKSON AVENUE
226340233320242420,2022-08-23,2023-09-12,385,8.050000,8.860000,0.216666667,0.126666667,Bronx,EAST 156 STREET,FOREST AVENUE,JACKSON AVENUE
226340233320242420,2023-09-12,2024-09-10,364,8.860000,6.990000,0.126666667,0.334444444,Bronx,EAST 156 STREET,FOREST AVENUE,JACKSON AVENUE
226340233320242420,2024-09-10,2025-11-12,428,6.990000,6.810000,0.334444444,0.354444444,Bronx,EAST 156 STREET,FOREST AVENUE,JACKSON AVENUE
226340233320252710,2018-03-20,2018-07-27,129,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 156 STREET,FOREST AVENUE,NYCTA SUBWAY
226340233320252710,2018-07-27,2019-08-07,376,9.930000,7.240000,0.007777778,0.306666667,Bronx,EAST 156 STREET,FOREST AVENUE,NYCTA SUBWAY
226340233320252710,2019-08-07,2021-04-03,605,7.240000,6.900000,0.306666667,0.344444444,Bronx,EAST 156 STREET,FOREST AVENUE,NYCTA SUBWAY
226340233320252710,2021-04-03,2021-08-07,126,6.900000,6.900000,0.344444444,0.344444444,Bronx,EAST 156 STREET,FOREST AVENUE,NYCTA SUBWAY
226340233320252710,2021-08-07,2022-08-23,381,6.900000,9.690000,0.344444444,0.034444444,Bronx,EAST 156 STREET,FOREST AVENUE,NYCTA SUBWAY
226340233320252710,2022-08-23,2023-09-12,385,9.690000,7.150000,0.034444444,0.316666667,Bronx,EAST 156 STREET,FOREST AVENUE,NYCTA SUBWAY
226340233320252710,2023-09-12,2024-09-10,364,7.150000,6.340000,0.316666667,0.406666667,Bronx,EAST 156 STREET,FOREST AVENUE,NYCTA SUBWAY
226340233320252710,2024-09-10,2025-11-12,428,6.340000,5.640000,0.406666667,0.484444444,Bronx,EAST 156 STREET,FOREST AVENUE,NYCTA SUBWAY
226340242420269720,2018-03-20,2018-07-26,128,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 156 STREET,JACKSON AVENUE,TRINITY AVENUE
226340242420269720,2018-07-26,2019-08-07,377,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 156 STREET,JACKSON AVENUE,TRINITY AVENUE
226340242420269720,2019-08-07,2021-04-03,605,9.930000,9.590000,0.007777778,0.045555556,Bronx,EAST 156 STREET,JACKSON AVENUE,TRINITY AVENUE
226340242420269720,2021-04-03,2021-08-07,126,9.590000,9.930000,0.045555556,0.007777778,Bronx,EAST 156 STREET,JACKSON AVENUE,TRINITY AVENUE
226340242420269720,2021-08-07,2022-08-23,381,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 156 STREET,JACKSON AVENUE,TRINITY AVENUE
226340242420269720,2022-08-23,2023-09-12,385,9.930000,9.840000,0.007777778,0.017777778,Bronx,EAST 156 STREET,JACKSON AVENUE,TRINITY AVENUE
226340242420269720,2023-09-12,2024-09-10,364,9.840000,6.990000,0.017777778,0.334444444,Bronx,EAST 156 STREET,JACKSON AVENUE,TRINITY AVENUE
226340242420269720,2024-09-10,2025-11-12,428,6.990000,6.990000,0.334444444,0.334444444,Bronx,EAST 156 STREET,JACKSON AVENUE,TRINITY AVENUE
226460218620269720,2018-03-20,2018-07-26,128,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 160 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226460218620269720,2018-07-26,2019-08-07,377,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 160 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226460218620269720,2019-08-07,2021-04-03,605,9.930000,9.110000,0.007777778,0.098888889,Bronx,EAST 160 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226460218620269720,2021-04-03,2021-08-07,126,9.110000,9.010000,0.098888889,0.110000000,Bronx,EAST 160 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226460218620269720,2021-08-07,2022-08-23,381,9.010000,9.930000,0.110000000,0.007777778,Bronx,EAST 160 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226460218620269720,2022-08-23,2023-09-12,385,9.930000,6.750000,0.007777778,0.361111111,Bronx,EAST 160 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226460218620269720,2023-09-12,2024-09-10,364,6.750000,6.870000,0.361111111,0.347777778,Bronx,EAST 160 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226460218620269720,2024-09-10,2025-11-12,428,6.870000,9.750000,0.347777778,0.027777778,Bronx,EAST 160 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226460233320242420,2018-03-20,2018-07-26,128,9.930000,10.000000,0.007777778,0.000000000,Bronx,EAST 160 STREET,FOREST AVENUE,JACKSON AVENUE
226460233320242420,2018-07-26,2019-08-07,377,10.000000,9.930000,0.000000000,0.007777778,Bronx,EAST 160 STREET,FOREST AVENUE,JACKSON AVENUE
226460233320242420,2019-08-07,2021-04-03,605,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 160 STREET,FOREST AVENUE,JACKSON AVENUE
226460233320242420,2021-04-03,2021-08-07,126,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 160 STREET,FOREST AVENUE,JACKSON AVENUE
226460233320242420,2021-08-07,2022-08-23,381,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 160 STREET,FOREST AVENUE,JACKSON AVENUE
226460233320242420,2022-08-23,2023-09-12,385,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 160 STREET,FOREST AVENUE,JACKSON AVENUE
226460233320242420,2023-09-12,2024-09-10,364,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 160 STREET,FOREST AVENUE,JACKSON AVENUE
226460233320242420,2024-09-10,2025-11-12,428,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 160 STREET,FOREST AVENUE,JACKSON AVENUE
226460233320269020,2018-03-20,2018-07-26,128,9.110000,9.110000,0.098888889,0.098888889,Bronx,EAST 160 STREET,FOREST AVENUE,TINTON AVENUE
226460233320269020,2018-07-26,2019-08-07,377,9.110000,9.110000,0.098888889,0.098888889,Bronx,EAST 160 STREET,FOREST AVENUE,TINTON AVENUE
226460233320269020,2019-08-07,2021-04-03,605,9.110000,8.870000,0.098888889,0.125555556,Bronx,EAST 160 STREET,FOREST AVENUE,TINTON AVENUE
226460233320269020,2021-04-03,2021-08-07,126,8.870000,8.490000,0.125555556,0.167777778,Bronx,EAST 160 STREET,FOREST AVENUE,TINTON AVENUE
226460233320269020,2021-08-07,2022-08-23,381,8.490000,8.560000,0.167777778,0.160000000,Bronx,EAST 160 STREET,FOREST AVENUE,TINTON AVENUE
226460233320269020,2022-08-23,2023-09-12,385,8.560000,7.620000,0.160000000,0.264444444,Bronx,EAST 160 STREET,FOREST AVENUE,TINTON AVENUE
226460233320269020,2023-09-12,2024-09-10,364,7.620000,8.000000,0.264444444,0.222222222,Bronx,EAST 160 STREET,FOREST AVENUE,TINTON AVENUE
226460233320269020,2024-09-10,2025-11-12,428,8.000000,7.860000,0.222222222,0.237777778,Bronx,EAST 160 STREET,FOREST AVENUE,TINTON AVENUE
226460242420269720,2018-03-20,2018-07-26,128,9.930000,10.000000,0.007777778,0.000000000,Bronx,EAST 160 STREET,JACKSON AVENUE,TRINITY AVENUE
226460242420269720,2018-07-26,2019-08-07,377,10.000000,10.000000,0.000000000,0.000000000,Bronx,EAST 160 STREET,JACKSON AVENUE,TRINITY AVENUE
226460242420269720,2019-08-07,2021-04-03,605,10.000000,9.930000,0.000000000,0.007777778,Bronx,EAST 160 STREET,JACKSON AVENUE,TRINITY AVENUE
226460242420269720,2021-04-03,2021-08-07,126,9.930000,8.050000,0.007777778,0.216666667,Bronx,EAST 160 STREET,JACKSON AVENUE,TRINITY AVENUE
226460242420269720,2021-08-07,2022-08-23,381,8.050000,9.930000,0.216666667,0.007777778,Bronx,EAST 160 STREET,JACKSON AVENUE,TRINITY AVENUE
226460242420269720,2022-08-23,2023-09-12,385,9.930000,9.110000,0.007777778,0.098888889,Bronx,EAST 160 STREET,JACKSON AVENUE,TRINITY AVENUE
226460242420269720,2023-09-12,2024-09-10,364,9.110000,9.110000,0.098888889,0.098888889,Bronx,EAST 160 STREET,JACKSON AVENUE,TRINITY AVENUE
226460242420269720,2024-09-10,2025-11-12,428,9.110000,8.050000,0.098888889,0.216666667,Bronx,EAST 160 STREET,JACKSON AVENUE,TRINITY AVENUE
226460269020270420,2018-03-20,2018-07-26,128,9.930000,8.490000,0.007777778,0.167777778,Bronx,EAST 160 STREET,TINTON AVENUE,UNION AVENUE
226460269020270420,2018-07-26,2019-08-07,377,8.490000,9.930000,0.167777778,0.007777778,Bronx,EAST 160 STREET,TINTON AVENUE,UNION AVENUE
226460269020270420,2019-08-07,2021-04-03,605,9.930000,8.000000,0.007777778,0.222222222,Bronx,EAST 160 STREET,TINTON AVENUE,UNION AVENUE
226460269020270420,2021-04-03,2021-08-07,126,8.000000,8.000000,0.222222222,0.222222222,Bronx,EAST 160 STREET,TINTON AVENUE,UNION AVENUE
226460269020270420,2021-08-07,2022-08-23,381,8.000000,9.930000,0.222222222,0.007777778,Bronx,EAST 160 STREET,TINTON AVENUE,UNION AVENUE
226460269020270420,2022-08-23,2023-09-12,385,9.930000,8.870000,0.007777778,0.125555556,Bronx,EAST 160 STREET,TINTON AVENUE,UNION AVENUE
226460269020270420,2023-09-12,2024-09-10,364,8.870000,6.990000,0.125555556,0.334444444,Bronx,EAST 160 STREET,TINTON AVENUE,UNION AVENUE
226460269020270420,2024-09-10,2025-11-12,428,6.990000,7.200000,0.334444444,0.311111111,Bronx,EAST 160 STREET,TINTON AVENUE,UNION AVENUE
226490218620269720,2018-03-20,2018-08-29,162,7.860000,7.360000,0.237777778,0.293333333,Bronx,EAST 161 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226490218620269720,2018-08-29,2019-08-09,345,7.360000,7.780000,0.293333333,0.246666667,Bronx,EAST 161 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226490218620269720,2019-08-09,2021-05-03,633,7.780000,7.140000,0.246666667,0.317777778,Bronx,EAST 161 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226490218620269720,2021-05-03,2021-10-08,158,7.140000,7.370000,0.317777778,0.292222222,Bronx,EAST 161 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226490218620269720,2021-10-08,2022-12-20,438,7.370000,6.050000,0.292222222,0.438888889,Bronx,EAST 161 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226490218620269720,2022-12-20,2023-12-08,353,6.050000,6.050000,0.438888889,0.438888889,Bronx,EAST 161 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226490218620269720,2023-12-08,2025-01-15,404,6.050000,6.670000,0.438888889,0.370000000,Bronx,EAST 161 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226490218620269720,2025-01-15,2026-01-14,364,6.670000,5.670000,0.370000000,0.481111111,Bronx,EAST 161 STREET,CAULDWELL AVENUE,TRINITY AVENUE
226490233320242420,2018-03-20,2018-08-29,162,7.610000,10.000000,0.265555556,0.000000000,Bronx,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
226490233320242420,2018-08-29,2019-08-09,345,10.000000,10.000000,0.000000000,0.000000000,Bronx,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
226490233320242420,2019-08-09,2021-05-03,633,10.000000,8.490000,0.000000000,0.167777778,Bronx,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
226490233320242420,2021-05-03,2021-10-08,158,8.490000,9.370000,0.167777778,0.070000000,Bronx,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
226490233320242420,2021-10-08,2022-12-20,438,9.370000,7.860000,0.070000000,0.237777778,Bronx,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
226490233320242420,2022-12-20,2023-12-08,353,7.860000,7.370000,0.237777778,0.292222222,Bronx,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
226490233320242420,2023-12-08,2025-01-15,404,7.370000,7.620000,0.292222222,0.264444444,Bronx,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
226490233320242420,2025-01-15,2026-01-14,364,7.620000,5.370000,0.264444444,0.514444444,Bronx,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
226490233320269020,2018-03-20,2018-08-29,162,6.910000,10.000000,0.343333333,0.000000000,Bronx,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE
226490233320269020,2018-08-29,2019-08-09,345,10.000000,10.000000,0.000000000,0.000000000,Bronx,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE
226490233320269020,2019-08-09,2021-05-03,633,10.000000,9.930000,0.000000000,0.007777778,Bronx,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE
226490233320269020,2021-05-03,2021-10-08,158,9.930000,9.930000,0.007777778,0.007777778,Bronx,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE
226490233320269020,2021-10-08,2022-12-20,438,9.930000,9.110000,0.007777778,0.098888889,Bronx,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE
226490233320269020,2022-12-20,2023-12-08,353,9.110000,8.770000,0.098888889,0.136666667,Bronx,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE
226490233320269020,2023-12-08,2025-01-15,404,8.770000,8.950000,0.136666667,0.116666667,Bronx,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE
