pair_id,site_id,state,state_code,shrp_id,construction_no,current_date,future_date,observed_days_ahead,days_ahead,current_iri_m_per_km,future_iri_m_per_km,delta_iri_m_per_km,rainfall_level,traffic_level,temperature,water_exposure,traffic_source,num_prior_inspections,num_available_inspections,time_since_first_observation_days,time_since_prev_inspection_days,prev_iri_m_per_km,second_prev_iri_m_per_km,most_recent_iri_change,annualized_iri_slope,rolling_iri_mean,rolling_iri_std,same_construction_no,has_at_least_1_prior,has_at_least_2_prior,future_leakage_detected
36-4018_1997-02-07_1997-04-10,36-4018,NY,36,4018,7,1997-02-07,1997-04-10,62,60,1.777499974,1.905999959,0.12849998500000015,2.824193556,784.0,-0.529032241,0.677419355,TRF_REP,9,10,2289,36.0,1.597000003,1.638000011,0.18049997099999993,1.8313226224374992,1.7267499983,0.08351088472602444,1.0,True,True,False
36-4018_1997-04-10_1997-08-28,36-4018,NY,36,4018,7,1997-04-10,1997-08-28,140,150,1.905999959,1.878000021,-0.027999938000000002,2.332142852,784.0,14.357142889,0.642857143,TRF_REP,10,11,2351,62.0,1.777499974,1.597000003,0.12849998500000015,0.7570099922782266,1.7430454492727272,0.09590422319898718,1.0,True,True,False
36-4018_1997-08-28_1997-10-15,36-4018,NY,36,4018,7,1997-08-28,1997-10-15,48,60,1.878000021,2.08100009,0.20300006899999978,2.177083347,784.0,13.777083447,0.6875,TRF_REP,11,12,2491,140.0,1.905999959,1.777499974,-0.027999938000000002,-0.07304983824642858,1.7542916635833332,0.0993941687828005,1.0,True,True,False
36-4018_1997-10-15_1998-06-05,36-4018,NY,36,4018,7,1997-10-15,1998-06-05,233,240,2.08100009,1.878000021,-0.20300006899999978,3.266523597,980.0,3.425751069,0.690987124,TRF_MEPDG_AADTT_LTPP_LN,12,13,2539,48.0,1.878000021,1.905999959,0.20300006899999978,1.5447036500468734,1.7794230809999998,0.13140235878213177,1.0,True,True,False
36-4018_1998-06-05_1999-08-25,36-4018,NY,36,4018,7,1998-06-05,1999-08-25,446,450,1.878000021,2.079999924,0.20199990299999993,2.669506727,980.0,10.143049346,0.647982063,TRF_MEPDG_AADTT_LTPP_LN,13,14,2772,233.0,2.08100009,1.878000021,-0.20300006899999978,-0.3182222111684546,1.786464291,0.12896698172733478,1.0,True,True,False
36-4018_2002-02-23_2002-07-25,36-4018,NY,36,4018,8,2002-02-23,2002-07-25,152,150,2.144999981,2.414000034,0.2690000530000001,3.627631574,784.0,10.720394758,0.717105263,TRF_REP,15,16,4131,913.0,2.079999924,1.878000021,0.06500005699999978,0.026003582496440216,1.8272187486875,0.16418657407315906,0.0,True,True,False
36-4018_2009-04-29_2010-04-13,36-4018,NY,36,4018,9,2009-04-29,2010-04-13,349,360,2.579999924,3.092000008,0.5120000839999999,3.433524366,784.0,7.546991408,0.679083095,TRF_REP,17,18,6753,2470.0,2.414000034,2.144999981,0.16599989000000015,0.024547149725708525,1.9016388853888888,0.2674124177509901,0.0,True,True,False
38-2001_1990-11-30_1991-07-20,38-2001,ND,38,2001,2,1990-11-30,1991-07-20,232,240,1.996999979,1.991999984,-0.004999994999999924,1.792241379,226.0,2.4413793,0.426724138,TRF_REP,0,1,0,,,,,,1.996999979,0.0,,False,False,False
38-2001_1991-07-20_1992-08-31,38-2001,ND,38,2001,2,1991-07-20,1992-08-31,408,420,1.991999984,2.150000095,0.15800011100000022,1.462990205,260.0,6.187500003,0.465686275,TRF_MEPDG_AADTT_LTPP_LN,1,2,232,232.0,1.996999979,,-0.004999994999999924,-0.00787175936961195,1.9944999815,0.003535530370398778,1.0,True,False,False
38-2001_1992-08-31_1993-06-10,38-2001,ND,38,2001,2,1992-08-31,1993-06-10,283,270,2.150000095,2.075000048,-0.07500004700000007,0.73003534,260.0,-0.934275622,0.339222615,TRF_MEPDG_AADTT_LTPP_LN,2,3,640,408.0,1.991999984,1.996999979,0.15800011100000022,0.14144495231066198,2.0463333526666667,0.08981283364310652,1.0,True,True,False
38-2001_1993-06-10_1994-08-17,38-2001,ND,38,2001,2,1993-06-10,1994-08-17,433,420,2.075000048,2.421999931,0.34699988300000006,2.078983834,226.0,5.386143176,0.454965358,TRF_REP,3,4,923,283.0,2.150000095,1.991999984,-0.07500004700000007,-0.0967977638401061,2.0535000265,0.07471953055707563,1.0,True,True,False
38-2001_1997-05-01_1998-06-26,38-2001,ND,38,2001,2,1997-05-01,1998-06-26,421,420,1.636000037,2.013999939,0.377999902,1.609026132,226.0,7.307125895,0.467933492,TRF_REP,5,6,2344,988.0,2.421999931,2.075000048,-0.7859998940000001,-0.2905733413800608,2.0453333456666667,0.25551801405537633,1.0,True,True,False
38-3005_1989-10-24_1990-11-30,38-3005,ND,38,3005,1,1989-10-24,1990-11-30,402,390,1.34800005,1.363000035,0.014999984999999993,1.002985073,254.0,3.948756226,0.365671642,TRF_REP,0,1,0,,,,,,1.34800005,0.0,,False,False,False
38-3005_1991-07-19_1992-08-31,38-3005,ND,38,3005,2,1991-07-19,1992-08-31,409,420,0.79400003,1.123000026,0.32899999599999996,1.404645483,254.0,5.643031789,0.4400978,TRF_REP,2,3,633,231.0,1.363000035,1.34800005,-0.569000005,-0.899685072840909,1.1683333716666666,0.3242689283603968,0.0,True,True,False
38-3005_1992-08-31_1993-06-11,38-3005,ND,38,3005,2,1992-08-31,1993-06-11,284,270,1.123000026,1.087000012,-0.03600001399999986,0.848239432,254.0,-1.955985881,0.313380282,TRF_REP,3,4,1042,409.0,0.79400003,1.363000035,0.32899999599999996,0.29380745364058675,1.15700003525,0.2657329549077421,1.0,True,True,False
38-3005_1993-06-11_1994-08-17,38-3005,ND,38,3005,2,1993-06-11,1994-08-17,432,420,1.087000012,1.203999996,0.116999984,1.834722225,254.0,4.618981499,0.430555556,TRF_REP,4,5,1326,284.0,1.123000026,0.79400003,-0.03600001399999986,-0.046299313779929394,1.1430000306,0.2322509486396131,1.0,True,True,False
38-3005_1998-06-26_1999-05-14,38-3005,ND,38,3005,2,1998-06-26,1999-05-14,322,330,1.236999989,1.5,0.2630000109999999,1.351552797,254.0,3.390372697,0.276397516,TRF_REP,6,7,3167,1409.0,1.203999996,1.087000012,0.032999993000000005,0.008554469441625268,1.1651428768571428,0.19360047393684734,1.0,True,True,False
38-3005_1999-05-14_2000-07-23,38-3005,ND,38,3005,2,1999-05-14,2000-07-23,436,450,1.5,1.575999975,0.075999975,1.67866973,254.0,7.457339431,0.26146789,TRF_REP,7,8,3489,322.0,1.236999989,1.203999996,0.2630000109999999,0.2983253230364906,1.20700001725,0.2148088826162866,1.0,True,True,False
38-3005_2000-07-23_2001-10-09,38-3005,ND,38,3005,2,2000-07-23,2001-10-09,443,450,1.575999975,1.845999956,0.269999981,1.356659139,254.0,5.734763004,0.311512415,TRF_REP,8,9,3925,436.0,1.5,1.236999989,0.075999975,0.0636674102494266,1.2480000125555555,0.23559285978144712,1.0,True,True,False
38-3006_1991-07-19_1992-08-30,38-3006,ND,38,3006,1,1991-07-19,1992-08-30,408,420,0.83099997,1.006000042,0.1750000719999999,1.140931371,130.0,5.889460786,0.286764706,TRF_MEPDG_AADTT_LTPP_LN,0,1,0,,,,,,0.83099997,0.0,,False,False,False
38-3006_1992-08-30_1993-06-11,38-3006,ND,38,3006,1,1992-08-30,1993-06-11,285,300,1.006000042,0.836000025,-0.1700000169999999,0.701754385,130.0,-1.712982468,0.238596491,TRF_MEPDG_AADTT_LTPP_LN,1,2,408,408.0,0.83099997,,0.1750000719999999,0.15666366739705875,0.9185000059999999,0.123743737619334,1.0,True,False,False
38-5002_1989-10-25_1991-07-20,38-5002,ND,38,5002,1,1989-10-25,1991-07-20,633,630,1.243000031,1.299999952,0.056999921000000064,1.356714068,312.0,5.076145324,0.39178515,TRF_REP,0,1,0,,,,,,1.243000031,0.0,,False,False,False
38-5002_1991-07-20_1992-08-31,38-5002,ND,38,5002,1,1991-07-20,1992-08-31,408,420,1.299999952,1.245000005,-0.054999946999999993,1.565196095,312.0,7.511764696,0.433823529,TRF_REP,1,2,633,633.0,1.243000031,,0.056999921000000064,0.0328897648424171,1.2714999915,0.04030503066619754,1.0,True,False,False
38-5002_1992-08-31_1993-10-21,38-5002,ND,38,5002,1,1992-08-31,1993-10-21,416,420,1.245000005,1.222000003,-0.023000002000000075,1.652163455,312.0,5.251442309,0.430288462,TRF_REP,2,3,1041,408.0,1.299999952,1.243000031,-0.054999946999999993,-0.04923708490625,1.2626666626666667,0.03234703762842829,1.0,True,True,False
38-5002_1993-10-21_1994-07-28,38-5002,ND,38,5002,1,1993-10-21,1994-07-28,280,270,1.222000003,1.286999941,0.06499993799999992,1.619642864,312.0,1.438214274,0.478571429,TRF_REP,3,4,1457,416.0,1.245000005,1.299999952,-0.023000002000000075,-0.020194112332932758,1.25249999775,0.03333163958865153,1.0,True,True,False
44-7401_1989-10-25_1991-07-24,44-7401,RI,44,7401,1,1989-10-25,1991-07-24,637,630,1.11500001,1.090999961,-0.024000048999999857,3.44803768,459.0,8.938618513,0.555729984,TRF_REP,0,1,0,,,,,,1.11500001,0.0,,False,False,False
44-7401_1991-07-24_1992-09-01,44-7401,RI,44,7401,1,1991-07-24,1992-09-01,405,420,1.090999961,1.098999977,0.008000015999999999,3.67728396,660.0,10.213580251,0.555555556,TRF_MEPDG_AADTT_LTPP_LN,1,2,637,637.0,1.11500001,,-0.024000048999999857,-0.013761409571820954,1.1029999855,0.01697059739670932,1.0,True,False,False
44-7401_1992-09-01_1993-09-23,44-7401,RI,44,7401,1,1992-09-01,1993-09-23,387,390,1.098999977,1.118000031,0.019000053999999933,3.312919896,645.0,9.594315209,0.586563307,TRF_MEPDG_AADTT_LTPP_LN,2,3,1042,405.0,1.090999961,1.11500001,0.008000015999999999,0.007214829244444443,1.1016666493333334,0.012220226839163928,1.0,True,True,False
44-7401_1993-09-23_1994-09-09,44-7401,RI,44,7401,1,1993-09-23,1994-09-09,351,360,1.118000031,1.121000051,0.003000019999999992,3.78660969,660.0,8.605982899,0.638176638,TRF_MEPDG_AADTT_LTPP_LN,3,4,1429,387.0,1.098999977,1.090999961,0.019000053999999933,0.017932221507751877,1.10574999475,0.012893828051991858,1.0,True,True,False
44-7401_1994-09-09_1995-06-16,44-7401,RI,44,7401,1,1994-09-09,1995-06-16,280,270,1.121000051,1.105000019,-0.016000031999999997,2.930714265,700.0,6.76928571,0.535714286,TRF_MEPDG_AADTT_LTPP_LN,4,5,1780,351.0,1.118000031,1.098999977,0.003000019999999992,0.0031218156837606757,1.108800006,0.013084377879799321,1.0,True,True,False
44-7401_1997-08-23_1998-06-10,44-7401,RI,44,7401,1,1997-08-23,1998-06-10,291,300,1.144000053,1.136000037,-0.008000015999999999,3.764604808,780.0,7.331271491,0.560137457,TRF_MEPDG_AADTT_LTPP_LN,6,7,2859,799.0,1.105000019,1.121000051,0.03900003400000007,0.017828238321026316,1.113285728857143,0.01730816291594928,1.0,True,True,False
44-7401_2001-08-14_2002-02-22,44-7401,RI,44,7401,2,2001-08-14,2002-02-22,192,180,1.133000016,1.13499999,0.001999974000000071,1.751041674,459.0,8.225520821,0.526041667,TRF_REP,8,9,4311,1161.0,1.136000037,1.144000053,-0.003000021000000075,-0.000943805056201574,1.1180000172222222,0.01768476498291622,0.0,True,True,False
44-7401_2002-02-22_2002-05-08,44-7401,RI,44,7401,2,2002-02-22,2002-05-08,75,90,1.13499999,1.128999949,-0.006000041000000067,3.11199999,459.0,6.923999999,0.64,TRF_REP,9,10,4503,192.0,1.133000016,1.136000037,0.001999974000000071,0.003804638039062635,1.1197000145,0.01751858209320893,1.0,True,True,False
44-7401_2002-11-12_2004-08-12,44-7401,RI,44,7401,3,2002-11-12,2004-08-12,639,630,1.161000013,1.154000044,-0.006999968999999995,3.656964012,1257.0,8.269796591,0.58372457,TRF_REP,11,12,4766,188.0,1.128999949,1.13499999,0.032000063999999995,0.062170337106382964,1.1239166755833334,0.019865278883959645,0.0,True,True,False
